,cipdic0_S2,cipdic0_S3,cipdic0_S1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas socia,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Zymobacter|Zymobacter palmae,4,7,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Salinicola|Salinicola tamaricis,2,0,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinomonas|Marinomonas sp. MWYL1,3,3,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinomonas|Marinomonas mediterranea,2,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Ketobacter|Ketobacter alkanivorans,29,7,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Kangiellaceae|Kangiella|Kangiella profundi,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Rhodanobacter|Rhodanobacter denitrificans,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylococcaceae|Methylomonas,4,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylococcaceae|Methylomonas|Methylomonas sp. DH-1,6,4,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylococcaceae|Methylococcus|Methylococcus capsulatus,13,11,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Acidiferrobacterales|Acidiferrobacteraceae|Sulfuricaulis|Sulfuricaulis limicola,3,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Cardiobacteriales|Cardiobacteriaceae|Dichelobacter|Dichelobacter nodosus,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia lata,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. BDU6,9,21,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. KBS0801,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. OLGA172,1,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. DHOD12,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Polynucleobacter|Polynucleobacter duraquae,428,29,49
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Polynucleobacter|Polynucleobacter paneuropaeus,17,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Polynucleobacter|Polynucleobacter asymbioticus,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Pandoraea|Pandoraea apista,27,2,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Pandoraea|Pandoraea thiooxydans,2,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Pandoraea|Pandoraea sputorum,1,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia sprentiae,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia hospita,1,2,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus pauculus,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Mycoavidus|Mycoavidus cysteinexigens,1,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia plicata,9,20,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia violaceinigra,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Undibacterium|Undibacterium sp. KW1,34,2,3
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter|Oxalobacter formigenes,20,1,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum|Herbaspirillum robiniae,2,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum|Herbaspirillum huttiense,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae,7,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella sp. N,42,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella genomosp. 13,2,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Pusillimonas|Pusillimonas sp. T7-7,36,4,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga|Hydrogenophaga sp. NH-16,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Curvibacter|Curvibacter sp. AEP1-3,2,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hylemonella|Hylemonella gracilis,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|NA|Methylibium|Methylibium sp. Pch-M,3,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Burkholderiales|NA|Methylibium|Methylibium petroleiphilum,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Snodgrassella|Snodgrassella alvi,811,57,74
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria subflava,94,2,12
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria zalophi,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria mucosa,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Chromobacterium|Chromobacterium sp. IIBBL 112-1,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas communis,2,1,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Sterolibacteriaceae|Denitratisoma|Denitratisoma sp. DHT3,1,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Sterolibacteriaceae|Methyloversatilis|Methyloversatilis sp. RAC08,1,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Gallionellaceae|Gallionella|Gallionella capsiferriformans,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Gallionellaceae|Sideroxydans|Sideroxydans lithotrophicus,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Azoarcus|Azoarcus sp. DN11,2,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Thauera|Thauera sp. MZ1T,1,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Nasuia|Candidatus Nasuia deltocephalinicola,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Sinorhizobium|Sinorhizobium americanum,525,39,50
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Sinorhizobium|Sinorhizobium medicae,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Sinorhizobium|Sinorhizobium sp. CCBAU 05631,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium sp. IRBG74,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium sp. NXC24,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium etli,38,3,6
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium rhizoryzae,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium phaseoli,1,2,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Agrobacterium|Agrobacterium rhizogenes,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Georhizobium|Georhizobium profundi,46,5,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium sp. 6(2017),1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium diazoefficiens,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bosea|Bosea sp. F3-2,2,4,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium amorphae,31,3,4
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium oceanicum,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Phyllobacterium|Phyllobacterium zundukense,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bartonellaceae|Bartonella|Bartonella australis,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium|Methylobacterium currus,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium|Methylobacterium sp. 17Sr1-43,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Microvirga|Microvirga sp. HR1,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylocystaceae|Methylosinus|Methylosinus sp. C49,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Ochrobactrum|Ochrobactrum pseudogrignonense,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|NA|Nordella|Nordella sp. HKS 07,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhizobiales|Aurantimonadaceae|Martelella|Martelella mediterranea,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Sulfitobacter|Sulfitobacter sp. D7,52,1,6
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|NA|Rhodobacteraceae bacterium 9Alg 56,38,4,3
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|NA|Rhodobacteraceae bacterium SH-1,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Tateyamaria|Tateyamaria omphalii,41,3,6
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Roseovarius,32,1,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Celeribacter|Celeribacter marinus,25,2,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus denitrificans,2,4,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus sp. BM15,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter|Rhodobacter sp. LPB0142,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Stappia|Stappia indica,3,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Marinovum|Marinovum algicola,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Leisingera|Leisingera methylohalidivorans,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Octadecabacter|Octadecabacter temperatus,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hyphomonas|Hyphomonas neptunium,7,39,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Komagataeibacter|Komagataeibacter medellinensis,421,29,44
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Komagataeibacter|Komagataeibacter xylinus,1,51,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Acetobacter,1,2,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Acetobacter|Acetobacter pasteurianus,3,2,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Candidatus Endolissoclinum|Candidatus Endolissoclinum faulkneri,1,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae,1,3,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Brevundimonas sp. SGAir0440,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|NA|alpha proteobacterium HIMB59,2,2,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|NA|alpha proteobacterium HIMB5,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis|Sphingopyxis sp. QXT-31,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis|Sphingopyxis alaskensis,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas sp. AE3,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium|Sphingobium indicum,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Novosphingobium|Novosphingobium sp. P6W,2,6,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Novosphingobium|Novosphingobium tardaugens,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingorhabdus|Sphingorhabdus sp. M41,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Erythrobacter|Erythrobacter seohaensis,3,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Altererythrobacter sp. NS1,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Ehrlichia|Ehrlichia canis,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Ehrlichia|Ehrlichia chaffeensis,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Wolbachia,2,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Anaplasma|Anaplasma centrale,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Anaplasma|Anaplasma ovis,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia canadensis,1,17,14
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter pinnipediorum,1,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter upsaliensis,1,2,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hominis,1,4,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum,372,39,38
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum|Sulfurospirillum barnesii,195,13,21
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum|Sulfurospirillum cavolei,20,2,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter molluscorum,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Halarcobacter|Halarcobacter bivalviorum,7,1,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter,137,9,13
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter mustelae,2,2,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas autotrophica,2,1,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter|Pelobacter acetylenicus,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter|Pelobacter sp. SFB93,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter|Geobacter uraniireducens,2,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter|Geobacter daltonii,2,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter|Geobacter lovleyi,1,2,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio alaskensis,3,1,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio magneticus,2,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio hydrothermalis,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfosarcina|Desulfosarcina alkanivorans,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Chondromyces|Chondromyces crocatus,1,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|NA|Minicystis|Minicystis rosea,1,3,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Syntrophobacterales|Syntrophaceae|Syntrophus|Syntrophus aciditrophicus,11,10,0
Bacteria|NA|Proteobacteria|NA|NA|NA|NA|Pseudomonas sp. ADP,2,0,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. oral taxon 064,19,12558,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus sp. CBA3605,722,58,73
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus sp. P38,625,72,82
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus sp. wkB8,1,0,1
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus crispatus,24,8,5
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium sp. PL26RED25,2,11,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus arlettae,762,64,68
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. M0911,200,3,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. SDB 2975,9,20,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus fleurettii,1,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus auricularis,1,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Jeotgalicoccus|Jeotgalicoccus saudimassiliensis,5,2,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus sp. Y42,3,0,7
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Sporosarcina|Sporosarcina psychrophila,3,5,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus wiedmannii,537,45,65
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus albus,3,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus toyonensis,2,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. NSP9.1,4,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. BD59S,2,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. N3536,1,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus freudenreichii,11,100,10
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus lentus,3,28,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus beveridgei,2,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Geobacillus|Geobacillus thermodenitrificans,767,69,94
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Geobacillus|Geobacillus subterraneus,153,13,15
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Halobacillus|Halobacillus litoralis,33,7,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Halobacillus|Halobacillus mangrovi,11,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Psychrobacillus|Psychrobacillus sp. AK 1817,6,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Salicibibacter|Salicibibacter kimchii,1,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Anoxybacillus|Anoxybacillus sp. PDR2,2,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. Y412MC10,47,4,11
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. lzh-N1,2,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. FSL H7-0737,2,2,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. B01,1,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus graminis,1026,59,110
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus beijingensis,140,5,19
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus thiaminolyticus,54,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus albus,41,3,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus ihbetae,2,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus baekrokdamisoli,2,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus xylanexedens,2,0,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus jilunlii,2,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus terrae,1,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Brevibacillus|Brevibacillus sp. SCSIO 07484,40,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Brevibacillus|Brevibacillus sp. 7WMA2,1,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Saccharibacillus|Saccharibacillus brassicae,4,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae|Thermoactinomyces|Thermoactinomyces vulgaris,666,36,68
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae|Laceyella|Laceyella sacchari,1,118,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Sporolactobacillaceae|NA|[Bacillus] selenitireducens,109,8,9
Bacteria|NA|Firmicutes|Bacilli|Bacillales|NA|Exiguobacterium|Exiguobacterium sp. U13-1,9,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|NA|Exiguobacterium|Exiguobacterium sp. ZWU0009,2,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Kyrpidia|Kyrpidia tusciae,26,2,1
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales,3,0,0
