gene_accession,cipdic20_S3,cipdic20_S2,cipdic20_S1
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,137.0,179.0,140.0
MEG_6497|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,12.0,0.0
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,214.0
MEG_3587|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_840|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,182.0,0.0,0.0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,710.0,0.0,0.0
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,8788.0,12275.0,7985.0
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,3589.0,5516.0,3700.0
MEG_4009|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1698.0,2520.0,1725.0
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,1780.0,2622.0,1815.0
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,1946.0,2550.0,1580.0
MEG_8044|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,46.0,0.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,0.0,471.0,707.0
MEG_2421|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,2108.0,0.0
MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,580.0,0.0,351.0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1344.0,2104.0,1333.0
MEG_828|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,107.0,0.0
MEG_6864|Drugs|betalactams|Class_A_betalactamases|TEM,19.0,0.0,0.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1959.0,41.0,67.0
MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2382|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,20.0,0.0
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,114.0,0.0,201.0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,236.0,456.0,73.0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4.0,6.0,13.0
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,8.0,0.0,0.0
MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,10.0,16.0,0.0
MEG_4981|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,106.0,0.0
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,2129.0,2924.0,1886.0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,1132.0,1471.0,977.0
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,768.0,1168.0
MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,144.0,156.0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_855|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,285.0,0.0,0.0
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,137.0
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,269.0,661.0,0.0
MEG_2604|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,24.0,0.0
MEG_8238|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0.0,45.0,0.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,238.0,436.0,65.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,235.0,271.0,64.0
MEG_5146|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,92.0,0.0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,342.0,31.0,0.0
MEG_4332|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,401.0,51.0,20.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,17677.0,4624.0,1020.0
MEG_2196|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,51.0,0.0
MEG_1114|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,0.0,311.0
MEG_21|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,521.0,0.0
MEG_3834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0.0,310.0,647.0
MEG_2589|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,62.0,0.0
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,95.0,40.0,25.0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,853.0,17.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,7184.0,1669.0,403.0
MEG_5383|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,181.0,257.0,163.0
MEG_1326|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,263.0,232.0
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,274.0,441.0,95.0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,48.0,0.0,0.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,113.0,67.0,63.0
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,3742.0,66.0,126.0
MEG_6981|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,0.0,536.0
MEG_8709|Drugs|betalactams|Class_A_betalactamases|TEM,40.0,0.0,0.0
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,42.0,0.0,0.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,1249.0,1874.0,1338.0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,0.0,0.0,26.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,4112.0,6252.0,4239.0
MEG_6136|Drugs|Multi-drug_resistance|MDR_mutation|MRPOB|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,137.0,91.0,103.0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,230.0,44.0,0.0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,23.0,114.0,0.0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,544.0,681.0,10.0
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,9941.0,15030.0,9547.0
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,503.0,25.0,23.0
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,11892.0,14476.0,9030.0
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,155.0,0.0,0.0
MEG_3066|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0.0,99.0,89.0
MEG_958|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,15.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,2719.0,3752.0,2483.0
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,36.0,18.0,0.0
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2425|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,125.0,0.0
MEG_6752|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,0.0,0.0
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,972.0,1673.0,1137.0
MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,108.0,0.0,58.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1802.0,2598.0,2253.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,6719.0,2065.0,298.0
MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,1083.0,1455.0,937.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,140.0,361.0,33.0
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,6718.0,8023.0,5346.0
MEG_2524|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,29.0,10.0
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,5774.0,9879.0,6996.0
MEG_6599|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,26.0,0.0
MEG_6836|Drugs|betalactams|Class_A_betalactamases|TEM,40.0,18.0,0.0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_2924|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,669.0,0.0,0.0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,5572.0,9062.0,5995.0
MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,20.0,0.0,19.0
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,1967.0,3018.0,1831.0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,362.0,520.0,77.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,5917.0,5943.0,4084.0
MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,3565.0,4610.0,2927.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,537.0,17.0,0.0
MEG_2297|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,16.0,0.0
MEG_6590|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,135.0,0.0,0.0
MEG_2523|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,28.0,0.0
MEG_6608|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,145.0,41.0,0.0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,65.0,0.0
MEG_860|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,89.0,0.0,0.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1643.0,2643.0,1649.0
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,1839.0,2078.0,1208.0
MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,38.0,0.0,0.0
MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA,0.0,24.0,0.0
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,5447.0,1327.0,306.0
MEG_7874|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,22.0,0.0
MEG_3943|Drugs|Multi-drug_resistance|MDR_regulator|MGRA,0.0,521.0,867.0
MEG_2449|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,1804.0,3336.0,2318.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0.0,0.0,59.0
MEG_6635|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,254.0,34.0,0.0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,40.0,0.0
MEG_2968|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,44.0,50.0
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,298.0,617.0,121.0
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0.0,52.0,20.0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,238.0,25.0,12.0
MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,57.0,44.0,0.0
MEG_8052|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,20.0,0.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,6.0,12.0,7.0
MEG_6580|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,277.0,48.0,0.0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,52.0,18.0,0.0
MEG_7125|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,142.0
MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV,18.0,0.0,0.0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,210.0,92.0,160.0
MEG_865|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,212.0,0.0,0.0
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,2036.0,2940.0,2011.0
MEG_7333|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN|RequiresSNPConfirmation,0.0,0.0,17.0
MEG_797|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,51.0,0.0,0.0
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,2989.0,4473.0,3045.0
MEG_7843|Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,26.0,0.0,0.0
MEG_2930|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,751.0,0.0,0.0
MEG_85|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,12.0,20.0,0.0
MEG_8231|Drugs|Lipopeptides|Colistin-resistant_mutant|LPSB,224.0,0.0,108.0
MEG_2419|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,24.0,0.0
MEG_7041|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,21.0,125.0,0.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,162.0,106.0,0.0
MEG_2938|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1024|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,82.0,0.0,0.0
MEG_2166|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,32.0,0.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_1366|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,155.0,173.0
MEG_2507|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,95.0,0.0
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,0.0,0.0,82.0
MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,16.0,0.0
MEG_6594|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,169.0,46.0,0.0
MEG_241|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,23.0,0.0
MEG_1421|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,42.0,32.0
MEG_937|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,97.0,0.0,0.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,486.0,2197.0,2251.0
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,4437.0,5546.0,3525.0
MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,196.0
MEG_943|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,28.0,0.0,0.0
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,147.0,193.0,125.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,21.0,13.0,0.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,195.0,436.0,0.0
MEG_922|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,117.0,0.0,0.0
MEG_2577|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE,90.0,87.0,109.0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,18.0,70.0,10.0
MEG_8013|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,105.0,0.0,0.0
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,100.0,0.0
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,34713.0,13333.0,5709.0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4.0,5.0,3.0
MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,95.0,0.0,71.0
MEG_2673|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,164.0,201.0,121.0
MEG_2325|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,19.0,0.0
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,188.0,320.0,322.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,38.0,34.0,38.0
MEG_4337|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,50.0,0.0
MEG_4255|Drugs|betalactams|Class_A_betalactamases|OKP,42.0,0.0,0.0
MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,28.0,0.0
MEG_6592|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,178.0,44.0,0.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,240.0,0.0,122.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,3362.0,5647.0,4013.0
MEG_6610|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,205.0,0.0,0.0
MEG_909|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,156.0,0.0
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,5696.0,11267.0,7759.0
MEG_928|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,10.0,156.0,0.0
MEG_1330|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,59.0,13.0
MEG_2229|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,31.0,0.0
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,0.0,36.0
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,205.0,0.0,0.0
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,59.0,0.0
MEG_1456|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,41.0,27.0
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_1523|Drugs|betalactams|Class_A_betalactamases|CARB,350.0,0.0,0.0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,659.0,269.0,34.0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,72.0,16.0,26.0
MEG_2535|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,124.0,0.0
MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0.0,74.0,0.0
MEG_868|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,67.0,0.0,0.0
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,176.0,16.0,0.0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,27.0,184.0
MEG_6552|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,532.0,570.0,33.0
MEG_3586|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,43.0,0.0,0.0
MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,537.0,79.0,860.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,2643.0,3579.0,2386.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,1961.0,3316.0,1861.0
MEG_4840|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,55.0,0.0
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,689.0,1676.0,970.0
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,1313.0,2336.0,1541.0
MEG_5902|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,110.0,0.0
MEG_6759|Drugs|betalactams|Class_A_betalactamases|TEM,41.0,33.0,0.0
MEG_2385|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,35.0,0.0
MEG_6593|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,172.0,33.0,0.0
MEG_4057|Drugs|Lipopeptides|Daptomycin-resistant_mutant|MPRFD|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_4254|Drugs|betalactams|Class_A_betalactamases|OKP,671.0,21.0,14.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,127.0,198.0,169.0
MEG_878|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,160.0,0.0,0.0
MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2679|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,133.0,194.0,143.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,0.0,15.0,18.0
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,12516.0,2925.0,641.0
MEG_4008|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,972.0,1500.0,1044.0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,4.0,0.0,0.0
MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,2054.0,0.0,0.0
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,68.0,0.0,57.0
MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,9.0,0.0,0.0
MEG_618|Drugs|betalactams|Class_C_betalactamases|ADC,88.0,0.0,61.0
MEG_1327|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,48.0
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,72.0
MEG_6889|Drugs|betalactams|Class_A_betalactamases|TEM,152.0,110.0,0.0
