gene_accession,cipdic10_S1,cipdic10_S3,cipdic10_S2
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,760.0,0.0,0.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,3104.0,2453.0,4636.0
MEG_8143|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLB|RequiresSNPConfirmation,121.0,75.0,0.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,2277.0,1711.0,3487.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,863.0,0.0
MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM,152.0,93.0,122.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2528|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,67.0,0.0
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,156.0,206.0,91.0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,1929.0,1625.0,3042.0
MEG_5932|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,0.0,17.0
MEG_3910|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,0.0,63.0,0.0
MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,116.0,0.0
MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,30.0,142.0,0.0
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,65.0,62.0,83.0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,16.0,19.0,13.0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,2108.0,3205.0,1335.0
MEG_2429|Drugs|betalactams|Class_A_betalactamases|CTX,17.0,0.0,0.0
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,27.0,0.0,0.0
MEG_1613|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,17.0,0.0,0.0
MEG_8712|Drugs|betalactams|Class_A_betalactamases|TEM,37.0,14.0,0.0
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,2123.0,1637.0,3157.0
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,1552.0,1165.0,2455.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,3802.0,3000.0,5651.0
MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,22.0,0.0,0.0
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1991.0,2375.0,210.0
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,35.0,67.0,26.0
MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,0.0,0.0
MEG_4343|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,79.0,500.0,57.0
MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR,2414.0,3590.0,2985.0
MEG_6292|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,12.0,0.0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4.0,1.0,4.0
MEG_8708|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,15.0,0.0
MEG_7036|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETA60,0.0,162.0,0.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,10.0,0.0,0.0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,645.0,2081.0,446.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,1938.0,1327.0,2948.0
MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,37.0,31.0,0.0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1317.0,1073.0,1894.0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,3470.0,2415.0,5106.0
MEG_914|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,27.0,0.0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0.0,294.0,45.0
MEG_3230|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,6424.0,4965.0,9877.0
MEG_8700|Multi-compount|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,672.0,7111.0,8106.0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,0.0,10.0,0.0
MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,64.0,32.0,91.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,58.0,0.0,27.0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,7904.0,6246.0,12128.0
MEG_2684|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,145.0,105.0,223.0
MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,68.0,77.0,98.0
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,5254.0,3863.0,8037.0
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,8850.0,6790.0,13682.0
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,35.0,69.0,0.0
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,3925.0,3296.0,5436.0
MEG_6907|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,30.0,0.0
MEG_1300|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,424.0,390.0,290.0
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,115.0,39.0,21.0
MEG_6734|Drugs|betalactams|Class_A_betalactamases|TEM,13.0,0.0,0.0
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,70.0,256.0,0.0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,2361.0,1931.0,3616.0
MEG_845|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,23.0,0.0
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,2133.0,1507.0,3212.0
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,2437.0,3563.0,3940.0
MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,35.0,0.0,0.0
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2764.0,2557.0,4209.0
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,80388.0,78529.0,91458.0
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,17.0,10.0,6.0
MEG_6580|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,21.0,0.0,0.0
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,5500.0,4646.0,7849.0
MEG_6493|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,85.0,0.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,8354.0,6552.0,12230.0
MEG_1299|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,726.0,351.0,393.0
MEG_2961|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8058|Drugs|betalactams|Class_A_betalactamases|CTX,12.0,0.0,0.0
MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,2560.0,3029.0,203.0
MEG_2640|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,29.0,48.0,0.0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,544.0,1269.0,894.0
MEG_8243|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFD,0.0,209.0,0.0
MEG_8287|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,549.0,402.0,696.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1.0,0.0,2.0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1402.0,1043.0,2178.0
MEG_7361|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,173.0,0.0
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,2033.0,1773.0,2802.0
MEG_7883|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB|RequiresSNPConfirmation,1210.0,3047.0,644.0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,4753.0,3736.0,6803.0
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2402.0,2047.0,3729.0
MEG_6777|Drugs|betalactams|Class_A_betalactamases|TEM,24.0,0.0,20.0
MEG_4008|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1103.0,887.0,1703.0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,522.0,153.0,590.0
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,5999.0,4824.0,9465.0
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA,682.0,2197.0,393.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,453.0,345.0,647.0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,29.0,33.0,0.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,38.0,0.0,22.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0.0,165.0,0.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,2802.0,2073.0,4208.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,145.0,143.0,210.0
MEG_211|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,90.0,0.0,74.0
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,66.0,0.0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,146.0,130.0,229.0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,6.0,3.0,0.0
MEG_6773|Drugs|betalactams|Class_A_betalactamases|TEM,15.0,7.0,0.0
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2098.0,1687.0,3113.0
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,1454.0,1126.0,2205.0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,111.0,282.0,173.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,661.0,1174.0,860.0
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,2898.0,2821.0,3786.0
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,5862.0,4448.0,8930.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,404.0,1692.0,535.0
MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,79.0,0.0
MEG_6892|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,37.0,0.0
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,294.0,495.0,122.0
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,474.0,0.0
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,325.0,444.0,190.0
MEG_6249|Drugs|betalactams|Class_A_betalactamases|SHV,8.0,0.0,0.0
MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,14.0,0.0
MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,24.0,0.0
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,39.0,2.0,14.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,97.0,37.0,216.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,423.0,558.0,19.0
MEG_8233|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAD,0.0,324.0,0.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,1183.0,5249.0,1551.0
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,177.0,116.0,262.0
MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,832.0,970.0,0.0
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,6835.0,4841.0,10405.0
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,2375.0,1687.0,3561.0
MEG_2487|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,8.0,0.0,0.0
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,1762.0,2038.0,1620.0
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,1468.0,1489.0,2079.0
MEG_4326|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,96.0,335.0,36.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,90.0,105.0,42.0
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1.0,2.0,1.0
MEG_8693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SEPA,88.0,156.0,30.0
MEG_1366|Drugs|betalactams|Class_A_betalactamases|BLAZ,15.0,0.0,0.0
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,983.0,894.0,1508.0
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,475.0,634.0,39.0
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,17.0,0.0
MEG_2950|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,21.0,0.0
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,63.0,0.0,12.0
MEG_8077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,321.0,0.0,0.0
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,893.0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,63.0,0.0
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,64.0,0.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,892.0,669.0,1401.0
MEG_1287|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,413.0,216.0,249.0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7135|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,389.0,0.0
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,17.0,17.0,0.0
MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,19.0,25.0,0.0
MEG_2799|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,49.0,0.0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,24.0,0.0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,0.0,3.0,0.0
MEG_6776|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,20.0,0.0
MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,140.0,0.0
MEG_6468|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,13.0,0.0
MEG_4360|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,57.0,102.0,0.0
MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,57.0,30.0,88.0
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,48.0,232.0,0.0
MEG_1229|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA,178.0,298.0,165.0
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,1429.0,886.0,2357.0
MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0.0,19.0,0.0
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,0.0,420.0,0.0
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,14.0,76.0,17.0
MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1341.0,947.0,1556.0
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,5115.0,4955.0,7467.0
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,12.0,0.0,117.0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,417.0,95.0,540.0
MEG_7581|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0.0,102.0,0.0
MEG_5934|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,217.0,0.0,0.0
MEG_3221|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,23.0,13.0
MEG_8145|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,487.0,1043.0,990.0
MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,41.0,0.0
MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,51.0,0.0,13.0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,74.0,45.0,95.0
MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,28.0,98.0,0.0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,131.0,141.0,205.0
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,1611.0,1419.0,1877.0
MEG_2200|Drugs|betalactams|Class_A_betalactamases|CTX,10.0,0.0,0.0
MEG_6834|Drugs|betalactams|Class_A_betalactamases|TEM,19.0,0.0,0.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,470.0,633.0,27.0
MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,49.0,207.0,0.0
MEG_7185|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,2216.0,3083.0,1302.0
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,1697.0,1436.0,2609.0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,11390.0,9509.0,16687.0
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,602.0,734.0,43.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,0.0,291.0,85.0
MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,721.0
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,6218.0,4636.0,9057.0
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,52.0,153.0,51.0
MEG_6807|Drugs|betalactams|Class_A_betalactamases|TEM,21.0,16.0,0.0
MEG_6828|Drugs|betalactams|Class_A_betalactamases|TEM,15.0,0.0,0.0
MEG_7363|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,102.0,0.0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,511.0,666.0,59.0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1525.0,1163.0,2332.0
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,16.0,14.0,15.0
MEG_2551|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,12.0,0.0,0.0
MEG_1585|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,545.0,11.0
MEG_3191|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2677|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,134.0,116.0,195.0
MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,74.0,52.0,82.0
MEG_6362|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,13.0,0.0
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,22.0,39.0,0.0
MEG_7333|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN|RequiresSNPConfirmation,2.0,19.0,2.0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,3088.0,2680.0,4485.0
MEG_4361|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,294.0,0.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,281.0,613.0,0.0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12.0,23.0,0.0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,970.0,894.0,1556.0
MEG_2694|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,5.0,32.0,37.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,533.0,695.0,79.0
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,24.0,0.0,0.0
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,3145.0,2396.0,4762.0
MEG_2630|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,701.0,466.0,274.0
MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,0.0,1664.0,0.0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,202.0,181.0,41.0
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,233.0,944.0,341.0
MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA,103.0,0.0,0.0
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,699.0
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,16824.0,15836.0,25536.0
MEG_6873|Drugs|betalactams|Class_A_betalactamases|TEM,32.0,31.0,0.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,6669.0,5070.0,9640.0
MEG_381|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|ABUO,66.0,299.0,0.0
MEG_2968|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,23.0,20.0,0.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,560.0,585.0,238.0
MEG_6981|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,98.0,0.0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,28.0,9.0,0.0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,32.0,146.0,14.0
MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,33.0,46.0,16.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,410.0,520.0,0.0
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,2259.0,1886.0,3653.0
