gene_accession,cipmet10_S1,cipmet10_S3,cipmet10_S2
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2.0,0.0,0.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,2145.0,5919.0,7646.0
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,1417.0,2099.0,1215.0
MEG_2616|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,602.0,0.0,20.0
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,164.0,172.0,134.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,3128.0,3944.0,3191.0
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,3611.0,3702.0,2989.0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,68.0,81.0,219.0
MEG_2644|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,21.0,122.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,5062.0,6242.0,5004.0
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,19.0,0.0,7.0
MEG_4203|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,1076.0,723.0,0.0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,156.0,164.0,24.0
MEG_3221|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7861|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,1579.0,1314.0,0.0
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,192.0,156.0,114.0
MEG_6045|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,14.0,8.0,7.0
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,32.0,16.0,23.0
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA,16.0,0.0,0.0
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,37.0,286.0,535.0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,1964.0,2463.0,1963.0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,46.0,235.0,509.0
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,22.0,0.0,0.0
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,422.0,790.0,130.0
MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA,1065.0,14.0,0.0
MEG_1114|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,40.0,0.0,0.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3175|Drugs|Lipopeptides|Daptomycin-resistant_mutant|GSHF|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,39.0,0.0,0.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,603.0,1118.0,180.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,8.0,1.0,7.0
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,620.0,164.0,426.0
MEG_2679|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,176.0,143.0,143.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,2219.0,1927.0,1862.0
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,8.0,9.0,20.0
MEG_2957|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,815.0
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,25.0,0.0,0.0
MEG_7061|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,30.0,0.0,0.0
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,907.0,1682.0,1447.0
MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,0.0,0.0,8.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,1782.0,2375.0,2049.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,31.0,10.0,7.0
MEG_4217|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NREB,31.0,0.0,0.0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,2646.0,2936.0,2384.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,15.0,0.0,0.0
MEG_1177|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0.0,18.0,0.0
MEG_1410|Drugs|betalactams|Class_A_betalactamases|BLAZ,63.0,0.0,0.0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,101.0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3.0,3.0,3.0
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,4515.0,5531.0,4540.0
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,3253.0,3261.0,2863.0
MEG_4337|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,106.0,0.0,0.0
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,0.0,134.0,0.0
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,0.0,55.0
MEG_937|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8.0,0.0,0.0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,78.0,81.0,76.0
MEG_2783|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,9.0,0.0,0.0
MEG_1149|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,82.0,0.0,0.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,46.0,0.0,22.0
MEG_846|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,44.0,0.0
MEG_2591|Drugs|betalactams|Class_C_betalactamases|DHA,307.0,0.0,0.0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,447.0,596.0,0.0
MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0.0,23.0,0.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,416.0,518.0,496.0
MEG_6829|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,0.0
MEG_6670|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,9.0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,23.0,99.0,75.0
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1501.0,1823.0,1382.0
MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,1984.0,0.0,0.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,35.0,0.0,26.0
MEG_2876|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABK,0.0,0.0,300.0
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,8475.0,10630.0,8580.0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,31.0,0.0
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,1643.0,2014.0,1567.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,3975.0,5182.0,4235.0
MEG_972|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,33.0,0.0
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,506.0,730.0,517.0
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,32.0,0.0,17.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,345.0,84.0,290.0
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,5788.0,7306.0,5804.0
MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0.0,257.0,0.0
MEG_7499|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0.0,0.0,510.0
MEG_6634|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,51.0,306.0,489.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,2633.0,1043.0,1242.0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,78.0,26.0,11.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,40.0,0.0,0.0
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,13.0,0.0,0.0
MEG_2954|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,28.0,0.0,0.0
MEG_8450|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,59.0,0.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,2731.0,3322.0,2879.0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,288.0,25.0,57.0
MEG_789|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,44.0,33.0
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,18280.0,19975.0,16234.0
MEG_893|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,28.0,0.0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,466.0,93.0,264.0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,67.0,24.0,0.0
MEG_6017|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,56.0,164.0,180.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,48.0,303.0,450.0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,2248.0,2375.0,1802.0
MEG_845|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,92.0,68.0
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,34.0,112.0,85.0
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1670.0,278.0,255.0
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,371.0,39.0,58.0
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,14375.0,16246.0,13792.0
MEG_4057|Drugs|Lipopeptides|Daptomycin-resistant_mutant|MPRFD|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,3465.0,3410.0,2902.0
MEG_6497|Drugs|betalactams|Class_A_betalactamases|SHV,14.0,0.0,0.0
MEG_2093|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,920.0,1212.0,1001.0
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,2634.0,3461.0,2931.0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,6523.0,7786.0,6501.0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,159.0,0.0,121.0
MEG_4283|Drugs|betalactams|Mutant_porin_proteins|OMP37,3368.0,371.0,569.0
MEG_4353|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,247.0,0.0,0.0
MEG_805|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8.0,93.0,114.0
MEG_891|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,34.0,25.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,15.0
MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,79.0,233.0,225.0
MEG_6985|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,76.0,0.0,0.0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,8281.0,10612.0,7217.0
MEG_6498|Drugs|betalactams|Class_A_betalactamases|SHV,21.0,0.0,0.0
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,1618.0,1245.0,823.0
MEG_7048|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,43.0,0.0,0.0
MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,209.0,20.0,0.0
MEG_2589|Drugs|betalactams|Class_C_betalactamases|DHA,45.0,0.0,0.0
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,611.0,726.0,626.0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,73.0,124.0,0.0
MEG_7093|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,0.0,99.0
MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,32.0,0.0,16.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,7215.0,7679.0,6651.0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1277.0,2819.0,2310.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,4139.0,490.0,1623.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,757.0,91.0,111.0
MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,4438.0,541.0,766.0
MEG_6212|Drugs|betalactams|Class_A_betalactamases|SHV,29.0,0.0,0.0
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,51.0,0.0,0.0
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,0.0,242.0
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8.0,101.0,110.0
MEG_8712|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,9.0
MEG_3874|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,252.0,113.0,157.0
MEG_2586|Drugs|betalactams|Class_C_betalactamases|DHA,41.0,0.0,0.0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,37.0
MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA,3500.0,546.0,619.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,766.0,675.0,501.0
MEG_4349|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,93.0,0.0,0.0
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,122.0
MEG_6613|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,40.0,0.0,0.0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,50.0,271.0,437.0
MEG_6629|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,36.0,283.0,489.0
MEG_6022|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,30.0,82.0,74.0
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,345.0,401.0,636.0
MEG_3833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,46.0,81.0,0.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,1123.0,1418.0,1249.0
MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,116.0,0.0,0.0
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,7312.0,10561.0,7909.0
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,2460.0,2068.0,1792.0
MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,24.0,0.0
MEG_6161|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,30.0,50.0,0.0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,5182.0,4876.0,4058.0
MEG_1407|Drugs|betalactams|Class_A_betalactamases|BLAZ,21.0,0.0,0.0
MEG_3536|Drugs|betalactams|Class_A_betalactamases|LAP,0.0,28.0,0.0
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,384.0,371.0,0.0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,1887.0,2372.0,1632.0
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,181.0,178.0,155.0
MEG_7088|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,470.0,980.0,94.0
MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,4572.0,4611.0,3757.0
MEG_1027|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,18.0,0.0,0.0
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2607.0,2751.0,2294.0
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,3639.0,3917.0,3168.0
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,1.0,0.0
MEG_8700|Multi-compount|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,4942.0,8914.0,9125.0
MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA,12.0,0.0,0.0
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,0.0,0.0,191.0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4.0,8.0,8.0
MEG_6593|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,33.0,0.0,0.0
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,1402.0,1750.0,1428.0
MEG_6609|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,22.0,0.0,0.0
MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,145.0,0.0,0.0
MEG_6027|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,72.0,126.0,132.0
MEG_7185|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,2292.0,3241.0,4422.0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,484.0,603.0,456.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,5.0,6.0,6.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,2460.0,3068.0,2653.0
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,320.0,309.0,67.0
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,27.0,739.0,756.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,234.0,162.0,21.0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,0.0,30.0,20.0
MEG_1287|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,508.0,217.0,108.0
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,5955.0,7449.0,5918.0
MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,28.0,0.0,0.0
MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_2964|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,158.0,0.0,0.0
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,21.0,52.0,31.0
MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,115.0
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,109.0,145.0,39.0
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,5228.0,4536.0,3738.0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,1644.0,1226.0,868.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,1781.0,1633.0,1712.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,171.0,343.0,0.0
MEG_4358|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,166.0,0.0,0.0
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,3577.0,3142.0,2410.0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,51.0,0.0,144.0
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,3809.0,4468.0,4054.0
MEG_3198|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA,40.0,0.0,35.0
MEG_8289|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPK|RequiresSNPConfirmation,1643.0,232.0,365.0
MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,15.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,5371.0,623.0,832.0
MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1972.0,253.0,328.0
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,362.0,98.0,288.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,2905.0,2105.0,1494.0
MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,13.0
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,46.0,13.0,54.0
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,5.0,1.0,3.0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,22.0,0.0,0.0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,291.0,368.0,505.0
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,1115.0,1092.0,1018.0
MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR,4465.0,2180.0,1972.0
MEG_4365|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,202.0,0.0,0.0
MEG_959|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,10.0,0.0,0.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,392.0,28.0,30.0
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,4518.0,5181.0,4398.0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,427.0,603.0,878.0
