gene_accession,cipdic0none_S2,cipdic0none_S1,cipdic0none_S3
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,11179.0,11098.0,10051.0
MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,57.0,542.0,180.0
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,5335.0,5256.0,4469.0
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,234.0,183.0,193.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1348.0,990.0,1333.0
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,18.0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,4848.0,4550.0,4329.0
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,25.0
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0.0,105.0,0.0
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,2209.0,2026.0,1914.0
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,1671.0,1739.0,841.0
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,2191.0,2108.0,1692.0
MEG_3587|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,3630.0,3714.0,2901.0
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,0.0,41.0
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,2820.0,2769.0,2440.0
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,70.0
MEG_4337|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,68.0,158.0,104.0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,4669.0,4552.0,4307.0
MEG_7581|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0.0,55.0,71.0
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,48.0,102.0,124.0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2.0,0.0,1.0
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0.0,0.0,1715.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,84.0,140.0,72.0
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,3234.0,1323.0,2742.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2.0,0.0,0.0
MEG_4366|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,105.0,138.0,0.0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,6107.0,5806.0,5179.0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1192.0,1482.0,515.0
MEG_2043|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|COPBM,0.0,0.0,213.0
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,30.0,25.0,41.0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,4807.0,5748.0,1187.0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,5999.0,5944.0,5584.0
MEG_2090|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,2465.0,2256.0,1992.0
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,1542.0,1881.0,703.0
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,0.0,2.0,1.0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,61.0,54.0
MEG_4352|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,311.0,572.0,0.0
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,5873.0,5619.0,4875.0
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,4156.0,3913.0,3630.0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,3375.0,3590.0,2961.0
MEG_420|Drugs|betalactams|Class_C_betalactamases|ACT,25.0,0.0,0.0
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,2906.0,2871.0,2627.0
MEG_8693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SEPA,0.0,58.0,0.0
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,8970.0,8815.0,7151.0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,18.0,54.0,40.0
MEG_8289|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPK|RequiresSNPConfirmation,791.0,950.0,544.0
MEG_7861|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,1657.0,1685.0,1350.0
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,2316.0,456.0,3172.0
MEG_1119|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,0.0,57.0,0.0
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,86.0,52.0,79.0
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,0.0,25.0,0.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,4329.0,3818.0,3536.0
MEG_7068|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,17.0,38.0,0.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,148.0
MEG_6664|Drugs|betalactams|Class_A_betalactamases|TEM,19.0,0.0,0.0
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,5922.0,5827.0,5049.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,66.0,0.0,262.0
MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,18.0,0.0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,21958.0,20801.0,19295.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,5249.0,5036.0,4935.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,1548.0,151.0,587.0
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,189.0,208.0,199.0
MEG_7017|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,68.0,0.0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,3544.0,3469.0,3042.0
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,12388.0,11823.0,10796.0
MEG_972|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,9.0
MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX,17701.0,19511.0,14925.0
MEG_3192|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3183|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,6673.0,6490.0,5806.0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1117.0,215.0,127.0
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,951.0,1548.0,646.0
MEG_914|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,32.0,0.0
MEG_2587|Drugs|betalactams|Class_C_betalactamases|DHA,15.0,0.0,0.0
MEG_4357|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,68.0,106.0,0.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,360.0,453.0,136.0
MEG_372|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,0.0,224.0,0.0
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1744.0,1327.0,1401.0
MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,57.0,164.0,118.0
MEG_7051|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,747.0,0.0,0.0
MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,59.0,136.0,79.0
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,274.0
MEG_6912|Drugs|betalactams|Class_A_betalactamases|TEM,85.0,0.0,0.0
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0.0,16.0,23.0
MEG_3071|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,103.0,13.0,20.0
MEG_8447|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,267.0,268.0,154.0
MEG_6414|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,78.0,0.0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,2674.0,2699.0,2322.0
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,228.0,193.0,177.0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,689.0,460.0,362.0
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,24.0,0.0,0.0
MEG_6365|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,54.0,0.0
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,12404.0,11918.0,10935.0
MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,241.0,413.0,51.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,855.0,958.0,1226.0
MEG_3066|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0.0,18.0,0.0
MEG_7088|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,959.0,201.0,1447.0
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,88.0,141.0,60.0
MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM,1256.0,1626.0,306.0
MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,1586.0,0.0,0.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,3745.0,3457.0,3370.0
MEG_7329|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,30.0,78.0,42.0
MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,102.0,79.0,72.0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,5.0,3.0,4.0
MEG_2494|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,27.0,0.0,0.0
MEG_7499|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0.0,0.0,412.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,1.0,1.0,0.0
MEG_2537|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,10.0,0.0
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,4967.0,4788.0,4250.0
MEG_4332|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,76.0,118.0,70.0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,9052.0,8465.0,7489.0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,42.0,36.0
MEG_1367|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,17.0,0.0
MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR,584.0,662.0,388.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,3162.0,3468.0,2620.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,182.0,199.0,170.0
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2966.0,2779.0,2514.0
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,26.0,27.0,0.0
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,28.0,0.0,83.0
MEG_1366|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,26.0,0.0
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,0.0,20.0,0.0
MEG_2497|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,24.0,0.0,0.0
MEG_6662|Drugs|betalactams|Class_A_betalactamases|TEM,33.0,0.0,0.0
MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM,43.0,0.0,0.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,4.0,2.0,0.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1215.0,2544.0,1610.0
MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM,12.0,0.0,0.0
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,6422.0,6440.0,5795.0
MEG_1287|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,8.0,307.0,0.0
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,5708.0,5298.0,4955.0
MEG_4057|Drugs|Lipopeptides|Daptomycin-resistant_mutant|MPRFD|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,0.0,2763.0,2288.0
MEG_7125|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,113.0
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,29.0,9.0,33.0
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,2493.0,2462.0,2350.0
MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,58.0,421.0,0.0
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,2767.0,3008.0,2952.0
MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,190.0,152.0,76.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,13443.0,16252.0,10678.0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,7.0,3.0,1.0
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,83.0,74.0,70.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1373.0,115.0,42.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,566.0,631.0,701.0
MEG_6865|Drugs|betalactams|Class_A_betalactamases|TEM,38.0,0.0,10.0
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,3234.0,391.0,211.0
MEG_2938|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,5448.0,5230.0,4768.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,3060.0,3329.0,4087.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,79.0,64.0,0.0
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,39.0,17.0,0.0
MEG_4195|Metals|Nickel_resistance|Nickel_resistance_protein|NIRA,0.0,153.0,0.0
MEG_1299|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.0,456.0,0.0
MEG_5932|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,32.0,0.0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,28.0,0.0,0.0
MEG_6616|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,24.0,29.0
MEG_6836|Drugs|betalactams|Class_A_betalactamases|TEM,52.0,0.0,0.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,619.0,575.0,537.0
MEG_7360|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,56.0,63.0
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,7338.0,5739.0,5502.0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,11.0,23.0,20.0
MEG_2591|Drugs|betalactams|Class_C_betalactamases|DHA,65.0,0.0,30.0
MEG_7041|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1034.0,0.0,0.0
MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,3466.0,3410.0,2920.0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,95.0,141.0,64.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,934.0,937.0,913.0
MEG_680|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADED,0.0,198.0,0.0
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,33.0,0.0,0.0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,2348.0,2144.0,2061.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,18.0,60.0,32.0
MEG_4363|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,95.0,0.0,0.0
MEG_6045|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,17.0,7.0,0.0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1368.0,128.0,67.0
MEG_6745|Drugs|betalactams|Class_A_betalactamases|TEM,31.0,0.0,0.0
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,0.0,0.0,5.0
MEG_7148|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,131.0
MEG_5883|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,59.0,0.0,0.0
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,76.0,181.0,44.0
MEG_4281|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,9.0,0.0
MEG_3001|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,66.0,74.0,30.0
MEG_969|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,35.0
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,4230.0,4588.0,5853.0
MEG_3873|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,24.0,276.0,94.0
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,850.0,22.0,0.0
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,7124.0,7003.0,5990.0
MEG_2684|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,213.0,208.0,212.0
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0.0,21.0,0.0
MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1354.0,159.0,65.0
MEG_1731|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_697|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,52.0,0.0
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,16947.0,16145.0,15061.0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,4526.0,4429.0,3953.0
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,21.0,0.0,0.0
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,4358.0,3954.0,3811.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,3576.0,3458.0,3053.0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,26.0,103.0,0.0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,2014.0,2052.0,1816.0
MEG_2673|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,228.0,165.0,167.0
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,9450.0,9494.0,8829.0
MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,23.0,172.0,62.0
MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,27.0,0.0,0.0
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,6941.0,6288.0,5956.0
MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,32.0,152.0,0.0
MEG_6711|Drugs|betalactams|Class_A_betalactamases|TEM,33.0,0.0,0.0
MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB,301.0,426.0,120.0
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,1.0,2.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,18.0,0.0
MEG_6397|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,9.0,0.0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,610.0,1149.0,405.0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,12383.0,11967.0,11125.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1224.0,275.0,1727.0
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,0.0,144.0,0.0
MEG_7843|Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,814.0,1069.0,1341.0
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,5057.0,4819.0,4389.0
MEG_3874|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,32.0,235.0,123.0
MEG_2640|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,22.0,0.0,11.0
MEG_6508|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR,206.0,268.0,320.0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,91.0,105.0,93.0
MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,0.0
MEG_6713|Drugs|betalactams|Class_A_betalactamases|TEM,43.0,0.0,0.0
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,3547.0,3421.0,3010.0
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,2894.0,2810.0,2453.0
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,2963.0,2826.0,2814.0
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,24092.0,23994.0,20167.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,24.0,0.0
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,5585.0,5347.0,4835.0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2569.0,2412.0,2002.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,2802.0,2767.0,2469.0
