gene_accession,cipmet0_S1,cipmet0none_S3,cipmet0none_S2,cipmet0_S2,cipmet0none_S1,cipmet0_S3
MEG_7044|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,406.0,0.0,0.0,0.0,0.0,547.0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,0.0,0.0,1.0,1.0,33.0,0.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,86.0,0.0,108.0,0.0,351.0,0.0
MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,14.0,0.0,0.0,0.0,47.0
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,893.0,1515.0,1591.0,520.0,1113.0,1163.0
MEG_3133|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB,0.0,211.0,0.0,0.0,0.0,0.0
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,0.0,35.0,77.0,0.0,36.0,0.0
MEG_3229|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,392.0,669.0,716.0,285.0,482.0,497.0
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,0.0,0.0,0.0,42.0
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,20.0,43.0
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,1.0
MEG_6295|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,13.0
MEG_7060|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0.0,27.0,52.0,18.0,41.0,0.0
MEG_1376|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,42.0,0.0,0.0
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,4108.0,7173.0,7218.0,2514.0,5349.0,4974.0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,46.0,244.0,307.0,61.0,78.0,424.0
MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,27.0,0.0,16.0,29.0,7.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,43.0,163.0,67.0,0.0,74.0,109.0
MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,42.0,0.0,90.0,0.0,0.0,0.0
MEG_2423|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,0.0,37.0,0.0,0.0
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,8416.0,15430.0,15769.0,5458.0,11153.0,11038.0
MEG_6826|Drugs|betalactams|Class_A_betalactamases|TEM,27.0,0.0,0.0,0.0,19.0,31.0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,303.0,460.0,454.0,138.0,402.0,476.0
MEG_3805|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0.0,0.0,0.0,19.0,0.0,0.0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,166.0,0.0,0.0,14.0,5.0
MEG_3132|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA,0.0,81.0,0.0,0.0,0.0,0.0
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,328.0,0.0,0.0,0.0,0.0,529.0
MEG_6916|Drugs|betalactams|Class_A_betalactamases|TEM,36.0,0.0,0.0,0.0,0.0,0.0
MEG_6408|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,36.0
MEG_2528|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,0.0,0.0,57.0,0.0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,2.0
MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,46.0,169.0,37.0,154.0,131.0,90.0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,0.0,37.0,148.0,28.0,38.0,43.0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,7.0,0.0,15.0,0.0,14.0,46.0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,37.0,0.0,0.0,0.0,0.0,53.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,2782.0,4774.0,4620.0,1551.0,3522.0,3066.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,221.0,733.0,825.0,1325.0,351.0,439.0
MEG_1171|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,23.0,0.0,0.0,0.0,0.0,12.0
MEG_1191|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,0.0,278.0,294.0,0.0,0.0,0.0
MEG_5896|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,19.0,36.0,74.0,0.0,10.0,0.0
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,34.0,21.0,0.0,0.0,32.0,47.0
MEG_2585|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,33.0,0.0,0.0,0.0
MEG_6670|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,11.0,0.0,0.0,0.0,20.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,3.0,3.0,18.0,7.0,3.0,6.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,5778.0,8408.0,9094.0,3204.0,7393.0,6026.0
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,0.0,0.0,0.0,0.0
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,1710.0,2742.0,2867.0,1003.0,2205.0,1748.0
MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,1817.0,3253.0,3511.0,1284.0,2156.0,2449.0
MEG_7054|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETB60,0.0,0.0,0.0,163.0,0.0,0.0
MEG_4186|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMF,0.0,0.0,0.0,0.0,0.0,10.0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,3714.0,6347.0,6450.0,2373.0,4681.0,4845.0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,37.0,0.0
MEG_8712|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,0.0,0.0,0.0,31.0,43.0
MEG_6941|Drugs|betalactams|Class_A_betalactamases|TEM,30.0,0.0,0.0,0.0,0.0,52.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,694.0,2392.0,3153.0,924.0,996.0,3943.0
MEG_4349|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,117.0,0.0,0.0,0.0,0.0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0.0,0.0,9.0,0.0,0.0,0.0
MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,9.0,23.0,0.0,0.0
MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,0.0,26.0,0.0,22.0,0.0
MEG_1420|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,23.0,0.0,0.0
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,0.0,10.0,0.0,0.0,10.0
MEG_6435|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,8.0
MEG_6161|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,23.0,8.0,39.0,0.0,0.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,122.0,89.0,247.0,0.0,38.0,0.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,23.0,179.0,72.0,27.0,94.0,54.0
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,117.0,237.0,235.0,102.0,137.0,171.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,120.0,0.0,186.0,11.0,0.0,0.0
MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,0.0,205.0,0.0,15.0,0.0,0.0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,145.0,180.0,85.0,0.0,131.0,188.0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,2841.0,5049.0,4995.0,1824.0,3898.0,3091.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,3147.0,5303.0,5257.0,1889.0,4016.0,3635.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,376.0,3323.0,2875.0,1533.0,1159.0,976.0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,1.0,2.0
MEG_7883|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB|RequiresSNPConfirmation,619.0,2292.0,2445.0,932.0,877.0,2710.0
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,5609.0,8698.0,9593.0,3454.0,6844.0,6599.0
MEG_5379|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,485.0,4222.0,3129.0,1195.0,1809.0,1969.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,728.0,3606.0,2977.0,1022.0,1110.0,3223.0
MEG_7863|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,0.0,584.0,0.0,0.0,457.0,0.0
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,205.0,3664.0,2605.0,1054.0,2089.0,339.0
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1535.0,814.0,218.0,122.0,171.0,2054.0
MEG_7499|Drugs|Glycopeptides|VanC-type_regulator|VANSC,235.0,0.0,0.0,61.0,0.0,0.0
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,436.0,189.0,58.0,23.0,44.0,672.0
MEG_8287|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,293.0,794.0,802.0,0.0,512.0,0.0
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,522.0,0.0,0.0,0.0,48.0,806.0
MEG_4283|Drugs|betalactams|Mutant_porin_proteins|OMP37,520.0,1664.0,1879.0,555.0,768.0,2594.0
MEG_6866|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,14.0,0.0,0.0,22.0,46.0
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,10.0,43.0,16.0,49.0,20.0,14.0
MEG_5381|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,3498.0,5774.0,5969.0,2199.0,4408.0,4137.0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,70.0,0.0,0.0,102.0
MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM,24.0,0.0,0.0,0.0,19.0,35.0
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,110.0,0.0,0.0,55.0,107.0,0.0
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,400.0,1590.0,1781.0,492.0,901.0,3961.0
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,23.0,93.0,137.0,65.0,56.0,96.0
MEG_4362|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,136.0,0.0,0.0,0.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,689.0,1160.0,1130.0,375.0,867.0,677.0
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,5226.0,8870.0,9072.0,3211.0,6731.0,5934.0
MEG_6734|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,9.0,21.0
MEG_8023|Drugs|betalactams|Class_C_betalactamases|CMY,0.0,0.0,20.0,0.0,0.0,0.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,608.0,454.0,178.0,58.0,484.0,1074.0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,57.0,314.0,338.0,127.0,137.0,77.0
MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,8.0,0.0,0.0,13.0
MEG_943|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,18.0,12.0,0.0
MEG_8037|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|CRCB,31.0,0.0,33.0,10.0,8.0,37.0
MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,0.0,0.0,0.0,211.0,0.0
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,3889.0,6505.0,6718.0,2013.0,5375.0,4611.0
MEG_3910|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,0.0,0.0,0.0,14.0,440.0,0.0
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,0.0,0.0,12.0,0.0,0.0,0.0
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,5623.0,9254.0,9570.0,3554.0,6688.0,6250.0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,34.0,20.0,54.0,0.0,0.0
MEG_7540|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0.0,0.0,19.0,0.0,0.0,0.0
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,34.0,222.0,117.0,0.0,71.0,97.0
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1.0,0.0,3.0,1.0,3.0,2.0
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,7.0,23.0,14.0,43.0,35.0,0.0
MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM,29.0,23.0,0.0,0.0,18.0,41.0
MEG_5388|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0.0,0.0,119.0,0.0,19.0,27.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,100.0,56.0,26.0,117.0,36.0
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,148.0,266.0,215.0,74.0,179.0,157.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,291.0,15.0,63.0,35.0,70.0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,2486.0,4387.0,4324.0,1682.0,3178.0,3254.0
MEG_6776|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,20.0,16.0,0.0,0.0,0.0
MEG_6130|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3192|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1321|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,36.0,0.0,0.0
MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,27.0,47.0,34.0,0.0,39.0,29.0
MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA,211.0,0.0,140.0,0.0,0.0,0.0
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,0.0,59.0,0.0,0.0,12.0
MEG_6942|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,48.0
MEG_7088|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,159.0,616.0,741.0,1154.0,248.0,385.0
MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,64.0,45.0,21.0,17.0,25.0
MEG_5236|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,0.0,0.0,160.0,0.0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,117.0,0.0,190.0,0.0,0.0,0.0
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,1224.0,2396.0,2261.0,794.0,1686.0,1568.0
MEG_2603|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,23.0,0.0,11.0,0.0,0.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,1.0
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,357.0,2707.0,2179.0,833.0,1220.0,1333.0
MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,2124.0,3604.0,3547.0,1292.0,2812.0,2712.0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,3870.0,6741.0,6788.0,2441.0,4924.0,4490.0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1405.0,2461.0,2573.0,855.0,1784.0,1733.0
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,6443.0,10695.0,11650.0,4156.0,6855.0,8055.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0.0,291.0,25.0,0.0,0.0,15.0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,5916.0,10581.0,10589.0,3682.0,7446.0,6921.0
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,0.0,0.0,115.0,0.0,0.0,0.0
MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,0.0,0.0,0.0,77.0
MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,22.0,14.0,0.0
MEG_2587|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,23.0,0.0,0.0,0.0
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,3571.0,6446.0,6330.0,2268.0,4790.0,4400.0
MEG_699|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,0.0,0.0,0.0,0.0,477.0,0.0
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,39.0,86.0,154.0,46.0,54.0,703.0
MEG_1118|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,225.0,0.0,354.0,0.0,262.0,0.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,0.0,58.0,0.0,0.0,10.0
MEG_8449|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,160.0,141.0,0.0,0.0,0.0
MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,42.0,148.0,59.0,0.0,72.0,124.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,7502.0,13265.0,13359.0,4633.0,9402.0,9186.0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,9558.0,16548.0,16466.0,5588.0,11778.0,10607.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,5.0,0.0
MEG_5358|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_871|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,48.0,0.0
MEG_6773|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,14.0,0.0,0.0,0.0,16.0
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,0.0,20.0,44.0,28.0,1216.0,16.0
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,8.0,0.0,16.0,46.0,11.0
MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,11.0,25.0,0.0,16.0,0.0
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1377.0,2747.0,2895.0,945.0,1714.0,1568.0
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,4148.0,7004.0,7085.0,2435.0,5375.0,4930.0
MEG_7952|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,0.0,0.0,0.0,27.0,0.0
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,0.0,2.0,0.0,0.0,461.0
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,3138.0,5551.0,5562.0,1938.0,4315.0,3568.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2.0,0.0,0.0,0.0,0.0,0.0
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,0.0,0.0,0.0,0.0
MEG_5852|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,0.0,0.0,8.0,0.0,0.0,0.0
MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR,169.0,690.0,1035.0,218.0,304.0,988.0
MEG_958|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,12.0,0.0,0.0
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,54.0,0.0,67.0,0.0,24.0,0.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,329.0,2675.0,1825.0,761.0,1641.0,1135.0
MEG_2421|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,0.0,200.0,0.0,0.0
MEG_7884|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,57.0,237.0,229.0,0.0,0.0,343.0
MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,15.0,0.0,0.0,0.0,0.0
MEG_4364|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,61.0,244.0,294.0,109.0,72.0,281.0
MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,210.0,34.0,0.0,0.0,425.0
MEG_5802|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG,0.0,85.0,0.0,0.0,0.0,0.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,2146.0,3703.0,3933.0,1270.0,2766.0,2512.0
MEG_8289|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPK|RequiresSNPConfirmation,228.0,817.0,958.0,206.0,435.0,1417.0
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,0.0,119.0,336.0,0.0,229.0,37.0
MEG_4122|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRB,0.0,13.0,35.0,0.0,3.0,0.0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,147.0,215.0,243.0,88.0,172.0,151.0
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,5.0,10.0,1.0,47.0,4.0
MEG_7117|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,0.0,0.0,0.0,151.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,182.0,1408.0,1097.0,398.0,670.0,679.0
