gene_accession,cipbeta0none_S2,cipbeta0none_S1,cipbeta0none_S3
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,217.0,584.0,362.0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,15.0,0.0,18.0
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,5316.0,11845.0,7620.0
MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,0.0,558.0,0.0
MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,215.0,369.0,0.0
MEG_6414|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,33.0
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2.0,0.0,1.0
MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,120.0,0.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,373.0,551.0,390.0
MEG_6829|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,17.0
MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,0.0,26.0,0.0
MEG_767|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,18.0,0.0,0.0
MEG_3834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,127.0,204.0,101.0
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,103.0,0.0,0.0
MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,6602.0,10458.0,8127.0
MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,0.0,94.0,0.0
MEG_6696|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,24.0,0.0
MEG_4057|Drugs|Lipopeptides|Daptomycin-resistant_mutant|MPRFD|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,0.0,8.0,0.0
MEG_5355|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4364|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,46.0,0.0,140.0
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,937.0,1714.0,1279.0
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,2763.0,4582.0,3769.0
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,118.0,174.0,164.0
MEG_1379|Drugs|betalactams|Class_A_betalactamases|BLAZ,31.0,0.0,0.0
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,1881.0,2958.0,2289.0
MEG_4207|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,515.0,647.0,234.0
MEG_1328|Drugs|betalactams|Class_A_betalactamases|BLAZ,37.0,0.0,0.0
MEG_2537|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,7.0,0.0
MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,26.0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,79.0,149.0,13.0
MEG_891|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,0.0,0.0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,3157.0,5206.0,4113.0
MEG_6822|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,13.0,0.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,626.0,1063.0,1173.0
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,81.0,193.0,148.0
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,2384.0,3587.0,3255.0
MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,25.0
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1056.0,1705.0,1323.0
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,4528.0,8132.0,6368.0
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,147.0,285.0,306.0
MEG_7019|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,90.0,0.0,0.0
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,3.0
MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,21.0
MEG_2513|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,5.0
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,0.0,49.0,0.0
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,6343.0,10091.0,8363.0
MEG_47|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,290.0,276.0,124.0
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,6308.0,10144.0,8030.0
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,53.0
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,2408.0,3894.0,3033.0
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,8982.0,14216.0,10982.0
MEG_1383|Drugs|betalactams|Class_A_betalactamases|BLAZ,46.0,0.0,0.0
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,49.0,0.0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,40.0,32.0,15.0
MEG_3848|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0.0,7.0,0.0
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,86.0
MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA,0.0,156.0,189.0
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,0.0,94.0,0.0
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,48.0,0.0,398.0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,85.0,148.0,164.0
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,96.0
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1088.0,1639.0,1404.0
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6838|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,11.0
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,18.0,44.0,50.0
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,13.0,0.0,0.0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,1886.0,3137.0,2454.0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,11615.0,18407.0,14007.0
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2684|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,102.0,194.0,130.0
MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA,0.0,0.0,128.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,287.0,838.0,768.0
MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM,33.0,46.0,0.0
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,38.0,470.0,339.0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,2706.0,4824.0,3826.0
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2.0,1.0,2.0
MEG_6783|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,18.0
MEG_789|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,12.0,0.0
MEG_3641|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,0.0,140.0
MEG_3943|Drugs|Multi-drug_resistance|MDR_regulator|MGRA,309.0,361.0,143.0
MEG_5391|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8037|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|CRCB,0.0,34.0,0.0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,34.0,0.0,0.0
MEG_2950|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,25.0,0.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,187.0,92.0,38.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,0.0,451.0,0.0
MEG_6939|Drugs|betalactams|Class_A_betalactamases|TEM,83.0,0.0,0.0
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,32.0,18.0,17.0
MEG_888|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,14.0,0.0,13.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,756.0,1831.0,1290.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,792.0,1079.0,894.0
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,0.0,109.0,0.0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,0.0,20.0,49.0
MEG_6728|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,29.0,0.0
MEG_7051|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,225.0
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,18.0
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,14.0
MEG_6879|Drugs|betalactams|Class_A_betalactamases|TEM,35.0,0.0,0.0
MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM,52.0,57.0,0.0
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,4833.0,7562.0,5557.0
MEG_3591|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,22.0,0.0
MEG_4283|Drugs|betalactams|Mutant_porin_proteins|OMP37,488.0,731.0,767.0
MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,21.0,0.0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,3.0
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,37.0,0.0,60.0
MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,20.0,0.0,0.0
MEG_51|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,0.0,54.0
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,16.0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,42.0,49.0,0.0
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,91.0,0.0
MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,104.0,106.0,0.0
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,228.0,283.0,83.0
MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,846.0,1383.0,1226.0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,288.0,706.0,619.0
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,41.0,59.0,54.0
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,51.0,0.0,0.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,11.0,0.0,0.0
MEG_804|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,15.0,21.0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,2260.0,3435.0,2878.0
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,1573.0,2532.0,2025.0
MEG_6044|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMA,21.0,51.0,6.0
MEG_8693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SEPA,200.0,218.0,104.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,5967.0,3927.0,13143.0
MEG_7185|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,534.0,311.0,138.0
MEG_3586|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4326|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,46.0,102.0,70.0
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,34.0,35.0,44.0
MEG_2093|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,676.0,1049.0,826.0
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,134.0,154.0,174.0
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,698.0,1909.0,1602.0
MEG_2673|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,111.0,171.0,134.0
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,163.0,185.0,316.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,9.0
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,31.0,413.0,0.0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,752.0,680.0,559.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,2.0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,0.0,31.0,0.0
MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,53.0,0.0,0.0
MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,62.0,33.0,94.0
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,2625.0,3975.0,3125.0
MEG_7039|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,159.0
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,35.0,0.0,69.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,13.0,34.0,24.0
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,6385.0,10046.0,7810.0
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,3636.0,4415.0,2839.0
MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB,201.0,334.0,138.0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,26.0,51.0,35.0
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,1298.0,1938.0,1545.0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,3198.0,5050.0,3882.0
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,1012.0,1638.0,1346.0
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0.0,39.0,27.0
MEG_3867|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,0.0,2.0,0.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,5.0,3.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,106.0,136.0,0.0
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,2858.0,4276.0,3599.0
MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,24.0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1014.0,1611.0,1214.0
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,10.0,98.0,24.0
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,1534.0,2434.0,1814.0
MEG_6791|Drugs|betalactams|Class_A_betalactamases|TEM,53.0,65.0,0.0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,0.0,105.0
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,23.0
MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,692.0,1155.0,898.0
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,182.0,200.0,0.0
MEG_4008|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,833.0,1239.0,915.0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,81.0,0.0,65.0
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,187.0,420.0,180.0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,4795.0,7773.0,5909.0
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,76.0,0.0,76.0
MEG_6697|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,19.0
MEG_2988|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,8.0,0.0,0.0
MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,1609.0,2378.0,1960.0
MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,108.0,110.0,0.0
MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,156.0,202.0,135.0
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,768.0,1497.0,1000.0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,94.0,111.0,0.0
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,41.0,47.0,0.0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,121.0,145.0,18.0
MEG_5846|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,5.0,0.0,0.0
MEG_1454|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,50.0
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,121.0,171.0,0.0
MEG_797|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,34.0
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1944.0,3163.0,2410.0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,2.0,1.0,0.0
MEG_7869|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,274.0,409.0,0.0
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,74.0,0.0,1941.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,0.0,30.0
MEG_2930|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,19.0,0.0,0.0
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,728.0,622.0,627.0
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,17.0,74.0,55.0
MEG_6614|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,10.0,0.0,0.0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,73.0,0.0,0.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,1820.0,3058.0,2273.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,11.0,0.0,10.0
MEG_1326|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,141.0,0.0
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,135.0,175.0
MEG_969|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,16.0,14.0,23.0
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,79.0,40.0,0.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,2356.0,3304.0,1517.0
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,1364.0,883.0,885.0
MEG_962|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,19.0,0.0
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,2167.0,3517.0,3033.0
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,81.0,209.0,0.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,1949.0,3788.0,2817.0
MEG_8077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,219.0,297.0,0.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,1514.0,2556.0,1894.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,126.0,137.0,0.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,109.0,173.0,0.0
MEG_4355|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,105.0,0.0
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,1060.0,1611.0,1256.0
MEG_3946|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,0.0,623.0,0.0
MEG_2783|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,31.0,0.0,12.0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,454.0,527.0,0.0
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,290.0
MEG_2090|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,1223.0,1842.0,1482.0
MEG_4210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORB,733.0,772.0,283.0
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,53.0,35.0,0.0
